kind,.pred_AI,.pred_class,detector,native,name,model,document_id,prompt
AI,0.000100059,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,598,Elevate using technical
AI,0.214466542,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,18,Plain
AI,0.980226874,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,134,Simplify like non-native
Human,0.000363721,Human,HFOpenAI,Yes,Real College Essays,Human,421,NA
Human,7.99E-07,Human,Sapling,Yes,Real College Essays,Human,219,NA
Human,0.004720456,Human,OriginalityAI,Yes,Real CS224N,Human,815,NA
AI,0.000172496,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,707,Elevate using technical
Human,0.00137496,Human,Quil,Yes,US 8th grade essay,Human,117,NA
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,220,Plain
AI,6.56E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,557,Elevate using technical
AI,3.45E-14,Human,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,918,Elevate using literary
AI,6.14E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,477,Elevate using technical
AI,0.015371879,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,153,Simplify like non-native
Human,0.001602223,Human,Sapling,Yes,US 8th grade essay,Human,130,NA
Human,2.12E-06,Human,GPTZero,No,Real TOEFL,Human,338,NA
Human,0.000150507,Human,OriginalityAI,Yes,Real CS224N,Human,864,NA
AI,0.905156851,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,510,Plain
Human,0.375,Human,ZeroGPT,No,Real TOEFL,Human,320,NA
AI,0.000100059,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,14,Plain
Human,1.79E-19,Human,GPTZero,Yes,US 8th grade essay,Human,147,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,410,Elevate using technical
AI,0.874561567,AI,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,722,Elevate using technical
AI,0.9947595,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,444,Plain
Human,1.44E-26,Human,GPTZero,Yes,Real College Essays,Human,365,NA
AI,0.000441455,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,614,Elevate using technical
AI,0.000289479,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,357,Enhance like native
AI,0.000100059,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,253,Enhance like native
Human,4.57E-15,Human,GPTZero,Yes,Real CS224N,Human,746,NA
AI,0.979491234,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,37,Plain
AI,0.9968603,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,319,Simplify like non-native
AI,0.000460386,Human,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,202,Elevate using literary
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,585,Plain
AI,0.25,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,156,Simplify like non-native
Human,0.000172496,Human,Quil,Yes,US 8th grade essay,Human,147,NA
AI,0.019513987,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,256,Enhance like native
Human,0.998991191,AI,Quil,No,Real TOEFL,Human,334,NA
Human,0.00994372,Human,OriginalityAI,Yes,Real CS224N,Human,779,NA
AI,0.999747822,AI,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,378,Enhance like native
Human,0.00016779,Human,HFOpenAI,Yes,Real College Essays,Human,45,NA
AI,0.000279129,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,645,Elevate using technical
Human,0.625,AI,ZeroGPT,No,Real TOEFL,Human,390,NA
AI,0.00017687,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,650,Elevate using technical
AI,0.007750962,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,29,Plain
AI,0.000356772,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,31,Plain
Human,0.999975021,AI,Sapling,No,Real TOEFL,Human,525,NA
Human,5.78E-09,Human,GPTZero,Yes,Real CS224N,Human,879,NA
Human,0.999373972,AI,Quil,No,Real TOEFL,Human,403,NA
AI,0.957199931,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,629,Plain
Human,0.000509896,Human,Crossplag,Yes,Real CS224N,Human,877,NA
Human,0.999977285,AI,Sapling,No,Real TOEFL,Human,296,NA
Human,0.998420596,AI,Quil,No,Real TOEFL,Human,278,NA
AI,0.123335771,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,384,Plain
Human,0.016254494,Human,Crossplag,No,Real TOEFL,Human,277,NA
Human,9.36E-10,Human,GPTZero,Yes,Real College Essays,Human,412,NA
AI,0.998064339,AI,Quil,NA,US 8th grade essay - GPT simplify,GPT4,43,Simplify like non-native
AI,0.125,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,229,Simplify like non-native
Human,0.000188382,Human,Crossplag,Yes,Real CS224N,Human,793,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,626,Elevate using technical
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,613,Elevate using technical
AI,3.09E-05,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,705,Elevate using technical
AI,0.931690475,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,163,Simplify like non-native
AI,0.795514108,AI,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,234,Simplify like non-native
AI,0.004087193,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,644,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,740,NA
AI,0.996076047,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,17,Plain
AI,6.30E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,594,Elevate using technical
Human,0.00018245,Human,Quil,Yes,US 8th grade essay,Human,59,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,141,NA
AI,0.925734997,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,230,Simplify like non-native
Human,0.118027315,Human,Crossplag,Yes,Real CS224N,Human,866,NA
Human,0.002889179,Human,Sapling,Yes,US 8th grade essay,Human,164,NA
AI,0.001940906,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,720,Elevate using technical
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,693,Elevate using technical
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,31,Plain
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,805,NA
AI,0.001402638,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,28,Plain
AI,0.005931548,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,655,Elevate using technical
AI,0.068383634,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,100,Simplify like non-native
Human,0.99824512,AI,OriginalityAI,No,Real TOEFL,Human,280,NA
Human,0.979923546,AI,HFOpenAI,No,Real TOEFL,Human,534,NA
AI,2.35E-05,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,265,Enhance like native
AI,0.00021714,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,616,Elevate using technical
Human,0.951116323,AI,OriginalityAI,No,Real TOEFL,Human,542,NA
Human,7.21E-07,Human,Sapling,Yes,Real College Essays,Human,402,NA
Human,0.031986855,Human,Sapling,Yes,Real College Essays,Human,209,NA
AI,0.002652197,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,447,Simplify like non-native
Human,0.995174229,AI,HFOpenAI,No,Real TOEFL,Human,267,NA
AI,0.25,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,428,Enhance like native
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,541,Plain
AI,0.000175095,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,163,Simplify like non-native
AI,0.01585028,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,444,Plain
Human,1.44E-26,Human,GPTZero,Yes,Real College Essays,Human,421,NA
Human,0.964159846,AI,OriginalityAI,No,Real TOEFL,Human,924,NA
Human,8.65E-07,Human,Sapling,Yes,Real College Essays,Human,549,NA
AI,0.045328327,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,346,Enhance like native
AI,0.01823213,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,586,Plain
AI,1.47E-05,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,625,Elevate using technical
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,487,Plain
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,227,NA
AI,6.23E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,720,Elevate using technical
AI,0,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,166,Simplify like non-native
AI,0.034312841,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,528,Elevate using technical
AI,0.9933,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,425,Simplify like non-native
AI,0.748160958,AI,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,489,Enhance like native
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,619,Plain
Human,0.99851352,AI,Crossplag,No,Real TOEFL,Human,349,NA
AI,0.000100059,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,667,Elevate using technical
AI,5.23E-05,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,61,Elevate using literary
AI,1.47E-05,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,612,Plain
Human,0.000194998,Human,HFOpenAI,Yes,Real CS224N,Human,860,NA
AI,0.000100059,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,206,Enhance like native
AI,0.013701278,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,723,Elevate using technical
AI,0.036086321,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,270,Enhance like native
AI,0.1451,Human,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,153,Simplify like non-native
AI,0.000308235,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,232,Simplify like non-native
AI,0.963367462,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,482,Plain
AI,9.44E-07,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,161,Simplify like non-native
AI,0.926693396,AI,GPTZero,NA,Fake College Essays - GPT3,GPT3,211,Plain
Human,0.000169938,Human,HFOpenAI,Yes,US 8th grade essay,Human,252,NA
Human,0.000339611,Human,HFOpenAI,Yes,Real CS224N,Human,774,NA
Human,8.81E-23,Human,GPTZero,Yes,Real College Essays,Human,46,NA
AI,0.970193446,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,492,Elevate using technical
Human,0.999996912,AI,Sapling,No,Real TOEFL,Human,534,NA
AI,1,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,593,Plain
AI,0.034650292,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,656,Plain
AI,9.64E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,601,Elevate using technical
AI,0.000190268,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,159,Simplify like non-native
AI,0.000175356,Human,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,203,Elevate using literary
AI,5.56E-07,Human,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,6,Elevate using literary
Human,0.000243695,Human,Crossplag,Yes,US 8th grade essay,Human,184,NA
Human,0.625,AI,ZeroGPT,No,Real TOEFL,Human,263,NA
AI,0.099744447,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,584,Plain
AI,1.47E-05,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,387,Plain
AI,0.999777496,AI,Quil,NA,Fake CS224N - GPT3,GPT3,533,Plain
AI,0.999781549,AI,Quil,NA,Fake College Essays - GPT3,GPT3,487,Plain
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,631,Plain
AI,0.999998799,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,565,Plain
Human,0.028258003,Human,OriginalityAI,No,Real TOEFL,Human,338,NA
AI,0.9997949,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,565,Plain
AI,0.000492811,Human,Quil,NA,Fake CS224N - GPT3,GPT3,461,Plain
AI,0.988172948,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,87,Simplify like non-native
AI,0.000100059,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,655,Elevate using technical
AI,0.040012158,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,208,Enhance like native
AI,0.006912343,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,539,Elevate using literary
AI,0.000360599,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,894,Enhance like native
Human,0.484359264,Human,Crossplag,Yes,Real CS224N,Human,838,NA
Human,0.000568186,Human,Crossplag,Yes,Real CS224N,Human,840,NA
AI,0.00020986,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,375,Enhance like native
AI,0.024341704,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,401,Enhance like native
Human,0.488661677,Human,HFOpenAI,Yes,US 8th grade essay,Human,86,NA
AI,0.000167744,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,2,Elevate using literary
AI,6.78E-05,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,702,Elevate using technical
Human,0.022569411,Human,Crossplag,No,Real TOEFL,Human,76,NA
AI,0.332460344,Human,Crossplag,NA,Fake College Essays - GPT3,GPT3,64,Plain
AI,0.048285365,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,481,Elevate using technical
Human,0.007666745,Human,OriginalityAI,Yes,Real CS224N,Human,782,NA
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,378,Enhance like native
Human,0.021836186,Human,OriginalityAI,Yes,Real CS224N,Human,845,NA
Human,0.0016,Human,OriginalityAI,Yes,US 8th grade essay,Human,184,NA
AI,0.001969635,Human,Quil,NA,US 8th grade essay - GPT simplify,GPT4,118,Simplify like non-native
Human,0.734974384,AI,Crossplag,Yes,Real CS224N,Human,802,NA
Human,2.25E-08,Human,GPTZero,Yes,Real College Essays,Human,548,NA
Human,0.00458917,Human,Crossplag,Yes,Real CS224N,Human,835,NA
AI,0.25,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,896,Elevate using literary
Human,0.000179946,Human,Quil,Yes,Real College Essays,Human,73,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,858,NA
AI,0.121773511,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,559,Elevate using technical
AI,0.00017077,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,669,Elevate using technical
AI,0.000357028,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,6,Elevate using literary
AI,0.990752116,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,58,Plain
AI,0.000271514,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,607,Elevate using technical
AI,0.012972237,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,500,Elevate using technical
AI,0.030078471,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,705,Elevate using technical
Human,0.25,Human,ZeroGPT,Yes,Real CS224N,Human,794,NA
AI,0.000836447,Human,Crossplag,NA,Fake College Essays - GPT3,GPT3,284,Plain
AI,0.000356772,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,585,Plain
AI,0.018146403,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,363,Enhance like native
AI,0.25,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,384,Plain
AI,0.93882513,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,134,Simplify like non-native
AI,4.57E-15,Human,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,5,Elevate using literary
Human,0.000173089,Human,HFOpenAI,Yes,US 8th grade essay,Human,176,NA
AI,0.000171423,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,654,Elevate using technical
AI,0.000126139,Human,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,420,Elevate using literary
Human,8.05E-07,Human,Sapling,Yes,Real College Essays,Human,391,NA
AI,0.000656477,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,623,Elevate using technical
Human,3.99E-30,Human,GPTZero,Yes,US 8th grade essay,Human,122,NA
AI,0.00021302,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,491,Enhance like native
Human,0.972671509,AI,Crossplag,No,Real TOEFL,Human,908,NA
AI,0.000203431,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,479,Elevate using technical
Human,0.007445789,Human,Sapling,Yes,Real College Essays,Human,337,NA
AI,0.003527761,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,311,Enhance like native
AI,1.47E-05,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,503,Elevate using technical
Human,0.002968813,Human,OriginalityAI,Yes,Real College Essays,Human,364,NA
AI,0.051398303,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,253,Enhance like native
Human,0.000122874,Human,Sapling,No,Real TOEFL,Human,196,NA
Human,0.000187494,Human,Crossplag,Yes,Real College Essays,Human,365,NA
Human,0.001201153,Human,Quil,Yes,US 8th grade essay,Human,200,NA
AI,0.060996424,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,113,Simplify like non-native
Human,0.991526306,AI,Quil,No,Real TOEFL,Human,215,NA
AI,6.15E-06,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,723,Elevate using technical
Human,2.12E-06,Human,GPTZero,Yes,Real CS224N,Human,791,NA
AI,0.999007143,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,442,Plain
Human,9.09E-07,Human,Sapling,Yes,US 8th grade essay,Human,110,NA
AI,0.000441492,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,614,Elevate using technical
Human,0.571065745,AI,GPTZero,Yes,Real CS224N,Human,801,NA
AI,0.75,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,572,Plain
AI,0.977044523,AI,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,330,Enhance like native
Human,0.000352621,Human,Quil,Yes,Real College Essays,Human,292,NA
AI,0.44797951,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,206,Enhance like native
Human,6.04E-16,Human,GPTZero,Yes,US 8th grade essay,Human,200,NA
Human,0.000174245,Human,Crossplag,Yes,Real College Essays,Human,389,NA
AI,1,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,565,Plain
AI,0.910342225,AI,GPTZero,NA,Fake CS224N - GPT3,GPT3,577,Plain
Human,0.058493856,Human,OriginalityAI,Yes,Real CS224N,Human,762,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,59,NA
AI,0.003723204,Human,Quil,NA,Fake CS224N - GPT3,GPT3,662,Plain
AI,0.625,AI,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,234,Simplify like non-native
AI,0.021676622,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,627,Plain
Human,0.175544639,Human,Sapling,Yes,US 8th grade essay,Human,132,NA
AI,0.000243127,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,690,Elevate using technical
Human,0.002633254,Human,HFOpenAI,Yes,Real CS224N,Human,792,NA
AI,0.75,AI,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,326,Enhance like native
AI,0.000337554,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,411,Simplify like non-native
AI,0.000195444,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,912,Enhance like native
Human,9.20E-30,Human,GPTZero,Yes,Real College Essays,Human,473,NA
AI,0.511277378,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,156,Simplify like non-native
AI,0.000175612,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,610,Plain
Human,1.47E-05,Human,GPTZero,Yes,Real CS224N,Human,776,NA
AI,0.818597257,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,427,Simplify like non-native
AI,0.00017791,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,683,Plain
Human,0.655270219,AI,Quil,Yes,US 8th grade essay,Human,173,NA
AI,0.999999486,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,641,Plain
AI,0.164402813,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,521,Plain
Human,0.000378089,Human,Crossplag,Yes,US 8th grade essay,Human,112,NA
Human,0.000172147,Human,HFOpenAI,Yes,Real CS224N,Human,854,NA
AI,0.999983356,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,638,Plain
Human,0.0017,Human,OriginalityAI,Yes,US 8th grade essay,Human,79,NA
AI,0.95401758,AI,Quil,NA,Fake CS224N - GPT3,GPT3,7,Plain
AI,0.999370158,AI,Crossplag,NA,Fake College Essays - GPT3,GPT3,537,Plain
Human,0.000169881,Human,HFOpenAI,Yes,Real College Essays,Human,347,NA
AI,0.971106085,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,120,Simplify like non-native
Human,0.000205428,Human,Crossplag,Yes,US 8th grade essay,Human,157,NA
AI,1,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,102,Simplify like non-native
Human,0.000434301,Human,HFOpenAI,Yes,Real CS224N,Human,796,NA
AI,0.000651849,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,469,Elevate using technical
AI,0.988246519,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,493,Plain
AI,0.999990308,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,90,Simplify like non-native
AI,5.83E-05,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,340,Enhance like native
AI,1.47E-05,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,647,Plain
AI,1.47E-05,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,703,Plain
AI,2.51E-05,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,696,Elevate using technical
AI,0.08912009,Human,Quil,NA,Fake CS224N - GPT3,GPT3,570,Plain
Human,0.031822942,Human,HFOpenAI,Yes,Real CS224N,Human,848,NA
AI,0.25,Human,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,411,Simplify like non-native
AI,0.002375181,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,21,Plain
AI,0.77674067,AI,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,429,Enhance like native
AI,0.067640983,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,526,Enhance like native
Human,6.04E-16,Human,GPTZero,Yes,Real CS224N,Human,736,NA
AI,1.07E-10,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,187,Simplify like non-native
AI,1,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,189,Simplify like non-native
Human,0.013608085,Human,GPTZero,Yes,Real College Essays,Human,273,NA
AI,0.004438926,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,648,Elevate using technical
AI,0.998313427,AI,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,297,Enhance like native
AI,5.68E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,479,Elevate using technical
AI,0.245794719,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,26,Plain
Human,2.58E-05,Human,Sapling,Yes,US 8th grade essay,Human,119,NA
Human,0.983527362,AI,OriginalityAI,No,Real TOEFL,Human,242,NA
Human,0.25989449,Human,Quil,Yes,Real College Essays,Human,419,NA
AI,0.96675694,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,513,Elevate using technical
Human,0.75,AI,ZeroGPT,Yes,Real College Essays,Human,77,NA
AI,0.000238597,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,621,Elevate using technical
AI,0.000100059,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,681,Elevate using technical
AI,0.908197701,AI,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,893,Plain
AI,1.16E-06,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,921,Elevate using technical
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,194,NA
AI,0.653521362,AI,GPTZero,NA,Fake CS224N - GPT3,GPT3,570,Plain
Human,0.000100059,Human,GPTZero,Yes,Real CS224N,Human,848,NA
AI,0.002725229,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,282,Enhance like native
Human,0.25,Human,ZeroGPT,No,Real TOEFL,Human,216,NA
Human,0.000178413,Human,Crossplag,Yes,Real CS224N,Human,882,NA
AI,5.34E-07,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,440,Enhance like native
Human,0.000269333,Human,Crossplag,Yes,Real CS224N,Human,769,NA
AI,0.000184914,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,517,Elevate using technical
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,165,NA
AI,0.043353513,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,305,Enhance like native
Human,0.000172113,Human,HFOpenAI,Yes,US 8th grade essay,Human,108,NA
AI,0.000492762,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,461,Plain
Human,2.12E-06,Human,GPTZero,Yes,Real CS224N,Human,874,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,807,NA
Human,0.000609043,Human,HFOpenAI,Yes,Real CS224N,Human,850,NA
AI,0.25,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,441,Elevate using technical
AI,0.000258744,Human,Quil,NA,US 8th grade essay - GPT simplify,GPT4,179,Simplify like non-native
